0.000674612,0.000494622,0.000336274,0.000260469,0.000298063,0.000353792,0.000370202,0.00036274,0.000327222,0.000310194,0.000190477,0.00011881
0.00452775,0.00326377,0.00356229,0.00386615,0.00290219,0.00337571,0.00349378,0.00406414,0.00426225,0.00357247,0.00290675,0.0028976
0.0188596,0.0245904,0.0628076,0.0344438,0.00492091,0.00826507,0.0300319,0.0646871,0.0384185,0.0236709,0.0278203,0.0377694
0.016527,0.0212245,0.0613664,0.032569,0.00177447,0.00701772,0.0311679,0.0644704,0.0301423,0.014524,0.0245437,0.0397481
0.0150826,0.0197325,0.0559118,0.0308669,0.00305784,0.00424992,0.0304455,0.0609746,0.0309815,0.0154095,0.022373,0.0378609
0.0150002,0.0190735,0.0559389,0.0309595,0.00296169,0.00569102,0.0348129,0.064575,0.0361041,0.0200357,0.0210653,0.0369041
0.0156314,0.0194495,0.0546171,0.0321881,0.00501893,0.00442879,0.0325892,0.0611921,0.0289908,0.0141516,0.0182745,0.0379473
0.016299,0.0181564,0.0517971,0.030194,0.00409726,0.00515189,0.0340676,0.0601686,0.0260395,0.0125636,0.0178297,0.0373706
0.0149874,0.0170397,0.0502446,0.0309034,0.0042398,0.00423845,0.0287099,0.0558132,0.0301672,0.0176327,0.0222569,0.0372817
0.0171783,0.0162204,0.0434489,0.0256428,0.00333128,0.00536221,0.0262339,0.0497223,0.0267406,0.0127188,0.0201764,0.0370632
0.0172545,0.0138322,0.0447884,0.0267506,0.0034049,0.00352798,0.0145692,0.0444093,0.0263826,0.0123299,0.0193865,0.0357946
0.0167082,0.0139946,0.0398032,0.0232464,0.00243333,0.00551046,0.0214499,0.0427133,0.0212349,0.0132224,0.0198822,0.0356058
0.0167425,0.0132931,0.0392169,0.0248192,0.00456479,0.00350888,0.0156067,0.0400358,0.0251595,0.0118402,0.0179397,0.0333091
0.0173628,0.0140281,0.0374585,0.0235237,0.00397963,0.00300184,0.0236983,0.0447747,0.0250383,0.0131164,0.0174235,0.0339352
0.0147708,0.0120271,0.0340493,0.0217213,0.00383247,0.0036818,0.0241935,0.042037,0.0205059,0.00926178,0.015986,0.0317368
0.0153801,0.0105125,0.0328221,0.0207124,0.00320634,0.00410166,0.0239215,0.0416037,0.0178961,0.00591814,0.0154634,0.0328455
0.0175366,0.00913183,0.0270459,0.0173088,0.00296489,0.00321695,0.0222048,0.0377102,0.0201156,0.0103355,0.0148773,0.0327553
0.0170364,0.00774961,0.0259536,0.017262,0.00280119,0.00230398,0.0178358,0.0340695,0.0182043,0.00825847,0.0158715,0.0324976
