,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Chromatic_Motion,Chord_Type_Histogram_0,Chord_Type_Histogram_1,Chord_Type_Histogram_2,Chord_Type_Histogram_3,Chord_Type_Histogram_4,Chord_Type_Histogram_5,Chord_Type_Histogram_6,Chord_Type_Histogram_7,Chord_Type_Histogram_8,Chord_Type_Histogram_9,Chord_Type_Histogram_10
"C:\Users\user\Documents\MUSIC\MIDIS (for jSymbolic)\Victory Fanfare.mid",29.0, 11.0, 37.0, 3.0, 63.0, 5.256, 70.0, 10.0, 0.1433, 0.1775, 2.0, 7.963, 4.0, 3.812, 0.0583, 0.3046, 0.08115, 0.1427, 0.0, 0.0, 0.06463, 0.2147, 0.0, 0.09589, 0.09626, 0.0
