,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Chromatic_Motion,Chord_Type_Histogram_0,Chord_Type_Histogram_1,Chord_Type_Histogram_2,Chord_Type_Histogram_3,Chord_Type_Histogram_4,Chord_Type_Histogram_5,Chord_Type_Histogram_6,Chord_Type_Histogram_7,Chord_Type_Histogram_8,Chord_Type_Histogram_9,Chord_Type_Histogram_10
"C:\Users\user\Documents\MUSIC\MIDIS (for jSymbolic)\Lavender Town.mid",15.0, 8.0, 36.0, 2.0, 78.0, 5.473, 84.0, 6.0, 0.142, 0.213, 7.0, 13.12, 4.0, 5.0, 0.07483, 0.4639, 0.1538, 0.07757, 0.0, 0.0, 0.3048, 0.0, 0.0, 0.0, 0.0, 0.0
