,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Chromatic_Motion,Chord_Type_Histogram_0,Chord_Type_Histogram_1,Chord_Type_Histogram_2,Chord_Type_Histogram_3,Chord_Type_Histogram_4,Chord_Type_Histogram_5,Chord_Type_Histogram_6,Chord_Type_Histogram_7,Chord_Type_Histogram_8,Chord_Type_Histogram_9,Chord_Type_Histogram_10
"C:\Users\user\Documents\MUSIC\MIDIS (for jSymbolic)\Wii ChannelGL.mid",20.0, 12.0, 23.0, 3.0, 66.0, 4.521, 62.0, 1.0, 0.1354, 0.1667, 2.0, 5.411, 0.0, 3.305, 0.1789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
